metric,value
cycles,121
tasks,41
simulated_time_ns,121
throughput_tasks_per_cycle,0.338842975207
compute_busy_cycles,114
compute_utilization,0.471074380165
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,2
parser_to_transform_average,1.34710743802
parser_to_transform_peak,2
compute0_results_capacity,2
compute0_results_average,0.223140495868
compute0_results_peak,1
compute1_results_capacity,2
compute1_results_average,0.115702479339
compute1_results_peak,1
collector_to_output_capacity,2
collector_to_output_average,0.338842975207
collector_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.68595041322
transform_registers_peak,2
handshake_valid_cycles,102
handshake_blocked_cycles,61
handshake_blocked_fraction,0.598039215686
compute_units,2
compute_task_slots,2
transform_slots,2
fifo_slots,8
buffer_payload_bits,2624
window_blocked_cycles,47
engines_blocked_cycles,14
random_choices,2
random_seed,1
reorder_wait_cycles,72
collector_output_blocked_cycles,0
compute0_busy_cycles,27
compute0_utilization,0.223140495868
compute0_tasks,27
compute0_result_wait_cycles,0
compute1_busy_cycles,87
compute1_utilization,0.719008264463
compute1_tasks,14
compute1_result_wait_cycles,0
window_capacity,16
window_results_peak,16
window_results_average,11
window_reserved_peak,16
window_reserved_average,12.2809917355
window_valid_bits,16
