metric,value
cycles,1562
tasks,64
simulated_time_ns,1562
throughput_tasks_per_cycle,0.0409731113956
compute_busy_cycles,2995
compute_utilization,0.958706786172
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,1
parser_to_transform_average,0.89628681178
parser_to_transform_peak,1
compute0_results_capacity,2
compute0_results_average,0.0204865556978
compute0_results_peak,1
compute1_results_capacity,2
compute1_results_average,0.062099871959
compute1_results_peak,1
collector_to_output_capacity,1
collector_to_output_average,0.0409731113956
collector_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.9218950064
transform_registers_peak,2
handshake_valid_cycles,1508
handshake_blocked_cycles,1444
handshake_blocked_fraction,0.957559681698
compute_units,2
compute_task_slots,2
transform_slots,2
fifo_slots,6
buffer_payload_bits,864
dispatch_idle_other_blocked_cycles,38
reorder_wait_cycles,38
collector_output_blocked_cycles,15
compute0_busy_cycles,1523
compute0_utilization,0.975032010243
compute0_tasks,32
compute0_result_wait_cycles,0
compute1_busy_cycles,1472
compute1_utilization,0.9423815621
compute1_tasks,32
compute1_result_wait_cycles,0
