metric,value
cycles,1557
tasks,64
simulated_time_ns,1557
throughput_tasks_per_cycle,0.0411046885035
compute_busy_cycles,3008
compute_utilization,0.965960179833
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,2
parser_to_transform_average,1.82723185613
parser_to_transform_peak,2
compute0_results_capacity,2
compute0_results_average,0.0205523442518
compute0_results_peak,1
compute1_results_capacity,2
compute1_results_average,0.0295439948619
compute1_results_peak,1
collector_to_output_capacity,2
collector_to_output_average,0.0411046885035
collector_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.91907514451
transform_registers_peak,2
handshake_valid_cycles,1499
handshake_blocked_cycles,1435
handshake_blocked_fraction,0.957304869913
compute_units,2
compute_task_slots,2
transform_slots,2
fifo_slots,8
buffer_payload_bits,1088
dispatch_idle_other_blocked_cycles,11
reorder_wait_cycles,11
collector_output_blocked_cycles,0
compute0_busy_cycles,1503
compute0_utilization,0.965317919075
compute0_tasks,32
compute0_result_wait_cycles,0
compute1_busy_cycles,1505
compute1_utilization,0.966602440591
compute1_tasks,32
compute1_result_wait_cycles,0
