metric,value
cycles,3064
tasks,64
simulated_time_ns,3064
throughput_tasks_per_cycle,0.0208877284595
compute_busy_cycles,2995
compute_utilization,0.977480417755
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,1
parser_to_transform_average,0.916775456919
parser_to_transform_peak,1
transform_to_compute_capacity,1
transform_to_compute_average,0.963120104439
transform_to_compute_peak,1
compute_to_output_capacity,1
compute_to_output_average,0.0208877284595
compute_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.92069190601
transform_registers_peak,2
