metric,value
cycles,44
tasks,40
simulated_time_ns,44
throughput_tasks_per_cycle,0.909090909091
compute_busy_cycles,0
compute_utilization,0
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,2
parser_to_transform_average,0.909090909091
parser_to_transform_peak,1
compute_to_output_capacity,2
compute_to_output_average,0.909090909091
compute_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.81818181818
transform_registers_peak,2
handshake_valid_cycles,40
handshake_blocked_cycles,0
handshake_blocked_fraction,0
compute_units,1
compute_task_slots,1
transform_slots,2
fifo_slots,4
buffer_payload_bits,704
