metric,value
cycles,3011
tasks,64
simulated_time_ns,3011
throughput_tasks_per_cycle,0.0212553968781
compute_busy_cycles,2942
compute_utilization,0.977084025241
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,1
parser_to_transform_average,0.914314181335
parser_to_transform_peak,1
transform_to_compute_capacity,1
transform_to_compute_average,0.959814015277
transform_to_compute_peak,1
compute_to_output_capacity,1
compute_to_output_average,0.0212553968781
compute_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.91564264364
transform_registers_peak,2
