metric,value
cycles,1509
tasks,64
simulated_time_ns,1509
throughput_tasks_per_cycle,0.0424121935056
compute_busy_cycles,2928
compute_utilization,0.970178926441
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,2
parser_to_transform_average,1.82438701127
parser_to_transform_peak,2
compute0_results_capacity,2
compute0_results_average,0.0218687872763
compute0_results_peak,1
compute1_results_capacity,2
compute1_results_average,0.0212060967528
compute1_results_peak,1
collector_to_output_capacity,2
collector_to_output_average,0.0424121935056
collector_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.92180251822
transform_registers_peak,2
handshake_valid_cycles,1457
handshake_blocked_cycles,1393
handshake_blocked_fraction,0.956074124914
compute_units,2
compute_task_slots,2
transform_slots,2
fifo_slots,8
buffer_payload_bits,1856
window_blocked_cycles,0
engines_blocked_cycles,1393
random_choices,2
random_seed,7
reorder_wait_cycles,12
collector_output_blocked_cycles,0
compute0_busy_cycles,1457
compute0_utilization,0.965540092777
compute0_tasks,32
compute0_result_wait_cycles,0
compute1_busy_cycles,1471
compute1_utilization,0.974817760106
compute1_tasks,32
compute1_result_wait_cycles,0
window_capacity,8
window_results_peak,2
window_results_average,0.0523525513585
window_reserved_peak,4
window_reserved_average,2.03578528827
window_valid_bits,8
