metric,value
cycles,3077
tasks,64
simulated_time_ns,3077
throughput_tasks_per_cycle,0.020799480013
compute_busy_cycles,3008
compute_utilization,0.977575560611
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,4
parser_to_transform_average,3.4364640884
parser_to_transform_peak,4
transform_to_compute_capacity,4
transform_to_compute_average,3.81540461488
transform_to_compute_peak,4
compute_to_output_capacity,4
compute_to_output_average,0.020799480013
compute_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.83067923302
transform_registers_peak,2
