metric,value
cycles,121
tasks,41
simulated_time_ns,121
throughput_tasks_per_cycle,0.338842975207
compute_busy_cycles,114
compute_utilization,0.471074380165
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,2
parser_to_transform_average,1.54545454545
parser_to_transform_peak,2
compute0_results_capacity,2
compute0_results_average,0.173553719008
compute0_results_peak,1
compute1_results_capacity,2
compute1_results_average,0.165289256198
compute1_results_peak,1
collector_to_output_capacity,2
collector_to_output_average,0.338842975207
collector_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.88429752066
transform_registers_peak,2
handshake_valid_cycles,114
handshake_blocked_cycles,73
handshake_blocked_fraction,0.640350877193
compute_units,2
compute_task_slots,2
transform_slots,2
fifo_slots,8
buffer_payload_bits,1472
window_blocked_cycles,71
engines_blocked_cycles,2
random_choices,2
random_seed,1
reorder_wait_cycles,72
collector_output_blocked_cycles,0
compute0_busy_cycles,21
compute0_utilization,0.173553719008
compute0_tasks,21
compute0_result_wait_cycles,0
compute1_busy_cycles,93
compute1_utilization,0.768595041322
compute1_tasks,20
compute1_result_wait_cycles,0
window_capacity,4
window_results_peak,4
window_results_average,2.12396694215
window_reserved_peak,4
window_reserved_average,3.40495867769
window_valid_bits,4
