metric,value
cycles,1549
tasks,64
simulated_time_ns,1549
throughput_tasks_per_cycle,0.0413169786959
compute_busy_cycles,2945
compute_utilization,0.950613298903
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,1
parser_to_transform_average,0.899289864429
parser_to_transform_peak,1
compute0_results_capacity,2
compute0_results_average,0.0264686894771
compute0_results_peak,1
compute1_results_capacity,2
compute1_results_average,0.047127178825
compute1_results_peak,1
collector_to_output_capacity,1
collector_to_output_average,0.0413169786959
collector_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.90122659781
transform_registers_peak,2
handshake_valid_cycles,1502
handshake_blocked_cycles,1438
handshake_blocked_fraction,0.957390146471
compute_units,2
compute_task_slots,2
transform_slots,2
fifo_slots,6
buffer_payload_bits,864
dispatch_idle_other_blocked_cycles,26
reorder_wait_cycles,26
collector_output_blocked_cycles,13
compute0_busy_cycles,1466
compute0_utilization,0.946417043254
compute0_tasks,32
compute0_result_wait_cycles,0
compute1_busy_cycles,1479
compute1_utilization,0.954809554551
compute1_tasks,32
compute1_result_wait_cycles,0
