metric,value
cycles,3014
tasks,64
simulated_time_ns,3014
throughput_tasks_per_cycle,0.0212342402123
compute_busy_cycles,2945
compute_utilization,0.977106834771
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,1
parser_to_transform_average,0.917385534174
parser_to_transform_peak,1
transform_to_compute_capacity,1
transform_to_compute_average,0.964167219642
transform_to_compute_peak,1
compute_to_output_capacity,1
compute_to_output_average,0.0212342402123
compute_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.92302587923
transform_registers_peak,2
