metric,value
cycles,2997
tasks,64
simulated_time_ns,2997
throughput_tasks_per_cycle,0.0213546880214
compute_busy_cycles,2928
compute_utilization,0.976976976977
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,4
parser_to_transform_average,3.46246246246
parser_to_transform_peak,4
transform_to_compute_capacity,4
transform_to_compute_average,3.81581581582
transform_to_compute_peak,4
compute_to_output_capacity,4
compute_to_output_average,0.0213546880214
compute_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.83149816483
transform_registers_peak,2
