metric,value
cycles,3057
tasks,64
simulated_time_ns,3057
throughput_tasks_per_cycle,0.0209355577363
compute_busy_cycles,2988
compute_utilization,0.977428851816
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,4
parser_to_transform_average,3.44324501145
parser_to_transform_peak,4
transform_to_compute_capacity,4
transform_to_compute_average,3.8200850507
transform_to_compute_peak,4
compute_to_output_capacity,4
compute_to_output_average,0.0209355577363
compute_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.83153418384
transform_registers_peak,2
