metric,value
cycles,1552
tasks,64
simulated_time_ns,1552
throughput_tasks_per_cycle,0.0412371134021
compute_busy_cycles,3008
compute_utilization,0.969072164948
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,2
parser_to_transform_average,1.82409793814
parser_to_transform_peak,2
compute0_results_capacity,2
compute0_results_average,0.020618556701
compute0_results_peak,1
compute1_results_capacity,2
compute1_results_average,0.020618556701
compute1_results_peak,1
collector_to_output_capacity,2
collector_to_output_average,0.0412371134021
collector_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.9162371134
transform_registers_peak,2
handshake_valid_cycles,1493
handshake_blocked_cycles,1429
handshake_blocked_fraction,0.957133288681
compute_units,2
compute_task_slots,2
transform_slots,2
fifo_slots,8
buffer_payload_bits,1856
window_blocked_cycles,0
engines_blocked_cycles,1429
random_choices,1
random_seed,20260906
reorder_wait_cycles,8
collector_output_blocked_cycles,0
compute0_busy_cycles,1514
compute0_utilization,0.975515463918
compute0_tasks,32
compute0_result_wait_cycles,0
compute1_busy_cycles,1494
compute1_utilization,0.962628865979
compute1_tasks,32
compute1_result_wait_cycles,0
window_capacity,8
window_results_peak,2
window_results_average,0.048324742268
window_reserved_peak,4
window_reserved_average,2.02770618557
window_valid_bits,8
