metric,value
cycles,929
tasks,24
simulated_time_ns,929
throughput_tasks_per_cycle,0.0258342303552
compute_busy_cycles,900
compute_utilization,0.48439181916
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,2
parser_to_transform_average,1.64047362756
parser_to_transform_peak,2
compute0_results_capacity,2
compute0_results_average,0.0129171151776
compute0_results_peak,1
compute1_results_capacity,2
compute1_results_average,0.0129171151776
compute1_results_peak,1
collector_to_output_capacity,2
collector_to_output_average,0.0258342303552
collector_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.82777179763
transform_registers_peak,2
handshake_valid_cycles,849
handshake_blocked_cycles,825
handshake_blocked_fraction,0.971731448763
compute_units,2
compute_task_slots,2
transform_slots,2
fifo_slots,8
buffer_payload_bits,1280
window_blocked_cycles,825
engines_blocked_cycles,0
random_choices,12
random_seed,1
reorder_wait_cycles,864
collector_output_blocked_cycles,0
compute0_busy_cycles,304
compute0_utilization,0.327233584499
compute0_tasks,12
compute0_result_wait_cycles,0
compute1_busy_cycles,596
compute1_utilization,0.641550053821
compute1_tasks,12
compute1_result_wait_cycles,0
window_capacity,2
window_results_peak,2
window_results_average,0.968783638321
window_reserved_peak,2
window_reserved_average,1.963401507
window_valid_bits,2
