metric,value
cycles,1533
tasks,64
simulated_time_ns,1533
throughput_tasks_per_cycle,0.0417482061318
compute_busy_cycles,2988
compute_utilization,0.974559686888
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,2
parser_to_transform_average,1.83300717547
parser_to_transform_peak,2
compute0_results_capacity,2
compute0_results_average,0.0208741030659
compute0_results_peak,1
compute1_results_capacity,2
compute1_results_average,0.0208741030659
compute1_results_peak,1
collector_to_output_capacity,2
collector_to_output_average,0.0417482061318
collector_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.93215916504
transform_registers_peak,2
handshake_valid_cycles,1484
handshake_blocked_cycles,1420
handshake_blocked_fraction,0.956873315364
compute_units,2
compute_task_slots,2
transform_slots,2
fifo_slots,8
buffer_payload_bits,1856
window_blocked_cycles,0
engines_blocked_cycles,1420
random_choices,1
random_seed,42
reorder_wait_cycles,18
collector_output_blocked_cycles,0
compute0_busy_cycles,1495
compute0_utilization,0.975212002609
compute0_tasks,32
compute0_result_wait_cycles,0
compute1_busy_cycles,1493
compute1_utilization,0.973907371168
compute1_tasks,32
compute1_result_wait_cycles,0
window_capacity,8
window_results_peak,2
window_results_average,0.0567514677104
window_reserved_peak,4
window_reserved_average,2.04761904762
window_valid_bits,8
