metric,value
cycles,265
tasks,43
simulated_time_ns,265
throughput_tasks_per_cycle,0.162264150943
compute_busy_cycles,258
compute_utilization,0.48679245283
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,2
parser_to_transform_average,1.78490566038
parser_to_transform_peak,2
compute0_results_capacity,2
compute0_results_average,0.0716981132075
compute0_results_peak,1
compute1_results_capacity,2
compute1_results_average,0.0905660377358
compute1_results_peak,1
collector_to_output_capacity,2
collector_to_output_average,0.162264150943
collector_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.94716981132
transform_registers_peak,2
handshake_valid_cycles,258
handshake_blocked_cycles,215
handshake_blocked_fraction,0.833333333333
compute_units,2
compute_task_slots,2
transform_slots,2
fifo_slots,8
buffer_payload_bits,1472
window_blocked_cycles,209
engines_blocked_cycles,6
random_choices,4
random_seed,1
reorder_wait_cycles,212
collector_output_blocked_cycles,0
compute0_busy_cycles,164
compute0_utilization,0.618867924528
compute0_tasks,19
compute0_result_wait_cycles,0
compute1_busy_cycles,94
compute1_utilization,0.354716981132
compute1_tasks,24
compute1_result_wait_cycles,0
window_capacity,4
window_results_peak,4
window_results_average,2.56226415094
window_reserved_peak,4
window_reserved_average,3.69811320755
window_valid_bits,4
