metric,value
cycles,121
tasks,41
simulated_time_ns,121
throughput_tasks_per_cycle,0.338842975207
compute_busy_cycles,114
compute_utilization,0.471074380165
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,2
parser_to_transform_average,1.0826446281
parser_to_transform_peak,2
compute0_results_capacity,2
compute0_results_average,0.289256198347
compute0_results_peak,1
compute1_results_capacity,2
compute1_results_average,0.0495867768595
compute1_results_peak,1
collector_to_output_capacity,2
collector_to_output_average,0.338842975207
collector_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.42148760331
transform_registers_peak,2
handshake_valid_cycles,86
handshake_blocked_cycles,45
handshake_blocked_fraction,0.523255813953
compute_units,2
compute_task_slots,2
transform_slots,2
fifo_slots,8
buffer_payload_bits,4160
window_blocked_cycles,15
engines_blocked_cycles,30
random_choices,2
random_seed,1
reorder_wait_cycles,72
collector_output_blocked_cycles,0
compute0_busy_cycles,35
compute0_utilization,0.289256198347
compute0_tasks,35
compute0_result_wait_cycles,0
compute1_busy_cycles,79
compute1_utilization,0.652892561983
compute1_tasks,6
compute1_result_wait_cycles,0
window_capacity,32
window_results_peak,32
window_results_average,17.2809917355
window_reserved_peak,32
window_reserved_average,18.5619834711
window_valid_bits,32
