metric,value
cycles,561
tasks,17
simulated_time_ns,561
throughput_tasks_per_cycle,0.030303030303
compute_busy_cycles,1032
compute_utilization,0.919786096257
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,2
parser_to_transform_average,1.33511586453
parser_to_transform_peak,2
compute0_results_capacity,2
compute0_results_average,0.0142602495544
compute0_results_peak,1
compute1_results_capacity,2
compute1_results_average,0.0160427807487
compute1_results_peak,1
collector_to_output_capacity,2
collector_to_output_average,0.030303030303
collector_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.61140819964
transform_registers_peak,2
handshake_valid_cycles,481
handshake_blocked_cycles,464
handshake_blocked_fraction,0.964656964657
compute_units,2
compute_task_slots,2
transform_slots,2
fifo_slots,8
buffer_payload_bits,1856
window_blocked_cycles,0
engines_blocked_cycles,464
random_choices,1
random_seed,1
reorder_wait_cycles,0
collector_output_blocked_cycles,0
compute0_busy_cycles,486
compute0_utilization,0.866310160428
compute0_tasks,8
compute0_result_wait_cycles,0
compute1_busy_cycles,546
compute1_utilization,0.973262032086
compute1_tasks,9
compute1_result_wait_cycles,0
window_capacity,8
window_results_peak,1
window_results_average,0.030303030303
window_reserved_peak,3
window_reserved_average,1.90017825312
window_valid_bits,8
