metric,value
cycles,1549
tasks,64
simulated_time_ns,1549
throughput_tasks_per_cycle,0.0413169786959
compute_busy_cycles,2945
compute_utilization,0.950613298903
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,2
parser_to_transform_average,1.80955455132
parser_to_transform_peak,2
compute0_results_capacity,2
compute0_results_average,0.0245319561007
compute0_results_peak,1
compute1_results_capacity,2
compute1_results_average,0.0413169786959
compute1_results_peak,1
collector_to_output_capacity,2
collector_to_output_average,0.0413169786959
collector_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.91220142027
transform_registers_peak,2
handshake_valid_cycles,1504
handshake_blocked_cycles,1440
handshake_blocked_fraction,0.957446808511
compute_units,2
compute_task_slots,2
transform_slots,2
fifo_slots,8
buffer_payload_bits,1088
dispatch_idle_other_blocked_cycles,27
reorder_wait_cycles,27
collector_output_blocked_cycles,0
compute0_busy_cycles,1466
compute0_utilization,0.946417043254
compute0_tasks,32
compute0_result_wait_cycles,0
compute1_busy_cycles,1479
compute1_utilization,0.954809554551
compute1_tasks,32
compute1_result_wait_cycles,0
