metric,value
cycles,1532
tasks,64
simulated_time_ns,1532
throughput_tasks_per_cycle,0.0417754569191
compute_busy_cycles,2945
compute_utilization,0.961161879896
compute_result_wait_cycles,0
output_period,1
parser_to_transform_capacity,2
parser_to_transform_average,1.80744125326
parser_to_transform_peak,2
compute0_results_capacity,2
compute0_results_average,0.0215404699739
compute0_results_peak,1
compute1_results_capacity,2
compute1_results_average,0.0215404699739
compute1_results_peak,1
collector_to_output_capacity,2
collector_to_output_average,0.0417754569191
collector_to_output_peak,1
transform_registers_capacity,2
transform_registers_average,1.91122715405
transform_registers_peak,2
handshake_valid_cycles,1486
handshake_blocked_cycles,1422
handshake_blocked_fraction,0.956931359354
compute_units,2
compute_task_slots,2
transform_slots,2
fifo_slots,8
buffer_payload_bits,1856
window_blocked_cycles,0
engines_blocked_cycles,1422
random_choices,3
random_seed,20260906
reorder_wait_cycles,19
collector_output_blocked_cycles,0
compute0_busy_cycles,1454
compute0_utilization,0.94908616188
compute0_tasks,32
compute0_result_wait_cycles,0
compute1_busy_cycles,1491
compute1_utilization,0.973237597911
compute1_tasks,32
compute1_result_wait_cycles,0
window_capacity,8
window_results_peak,2
window_results_average,0.0587467362924
window_reserved_peak,4
window_reserved_average,2.02415143603
window_valid_bits,8
