case,model,samples,model_ms,model_ms_q1,model_ms_q3,model_ms_min,model_ms_max,process_ms,process_ms_q1,process_ms_q3,process_ms_min,process_ms_max,cpu_ms,cpu_ms_q1,cpu_ms_q3,cpu_ms_min,cpu_ms_max,peak_working_set_bytes,peak_commit_bytes,delta_cycles,activations,max_jump_cycles,trace_bytes
dense_small_off,clock,7,4.7322,4.4267,5.0085999999999995,4.276,5.0888,12.597599999935483,12.478999999984808,13.30275000009351,12.247000000115804,13.793700000405806,0.0,0.0,15.625,0.0,46.875,5967872.0,1318912.0,8023.0,,,0
dense_small_off,event,7,4.5283,4.45645,5.0104500000000005,4.3831,5.4971,12.533499999790365,12.490800000023228,13.100350000058825,11.807200000021112,13.527300000077958,0.0,0.0,15.625,0.0,15.625,5931008.0,1298432.0,8027.0,2006.0,1.0,0
mixed_small_off,clock,7,12.2759,11.929400000000001,12.383700000000001,11.578,12.6691,19.703699999809032,19.591650000165828,19.811099999969883,19.280499999695166,20.13040000019828,15.625,15.625,23.4375,15.625,46.875,5918720.0,1253376.0,95307.0,,,0
mixed_small_off,event,7,5.3879,5.203950000000001,5.5,5.0323,5.6743,12.92860000012297,12.276550000251518,13.144000000011147,11.92559999981313,13.876099999833968,15.625,7.8125,23.4375,0.0,46.875,5877760.0,1245184.0,15531.0,3882.0,48.0,0
